IndicatorType,CountryName,MarketName,CurrencyCode,Date,Value,SourceOfTheData
Parallel,Syrian Arab Republic,Sweiseh,SYP,14/06/2021,3130,WFP Syria CO
Parallel,Syrian Arab Republic,Senjar,SYP,14/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Shmetiyeh,SYP,14/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Tebni,SYP,14/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Quriyeh,SYP,14/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Sa'ad,SYP,14/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Qudsiya,SYP,14/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Duma,SYP,14/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Dar'a,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sanamayn,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Hasakeh,SYP,14/06/2021,3045,WFP Syria CO
Parallel,Syrian Arab Republic,Deir-ez-Zor,SYP,14/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Raqqa,SYP,14/06/2021,3050,WFP Syria CO
Parallel,Syrian Arab Republic,Quamishli,SYP,14/06/2021,3045,WFP Syria CO
Parallel,Syrian Arab Republic,Tartous,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Jablah,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Lattakia,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Masyaf,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Hama,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Muhradah,SYP,14/06/2021,3100,WFP Syria CO
Parallel,Syrian Arab Republic,Jaramana,SYP,14/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Idleb,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Al Mayadin,SYP,14/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Cha'ar,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Bennsh,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,At-Tall,SYP,14/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Khan Arnaba,SYP,14/06/2021,3130,WFP Syria CO
Parallel,Syrian Arab Republic,Rural Safita,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Shrebishat,SYP,14/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Shahba,SYP,14/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Mzeireb,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sweida,SYP,14/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Qaryatein,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Hula,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Inshaat,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Talbiseh,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Rastan,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,A'zaz,SYP,14/06/2021,3123,WFP Syria CO
Parallel,Syrian Arab Republic,As-Salamiyeh,SYP,14/06/2021,3100,WFP Syria CO
Parallel,Syrian Arab Republic,Afrin,SYP,14/06/2021,3123,WFP Syria CO
Parallel,Syrian Arab Republic,Hrak,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Izr'a,SYP,14/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Izr'a,SYP,21/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Hrak,SYP,21/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Afrin,SYP,21/06/2021,3113,WFP Syria CO
Parallel,Syrian Arab Republic,As-Salamiyeh,SYP,21/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,A'zaz,SYP,21/06/2021,3113,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Rastan,SYP,21/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Talbiseh,SYP,21/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Inshaat,SYP,21/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Hula,SYP,21/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Qaryatein,SYP,21/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sweida,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Mzeireb,SYP,21/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Shahba,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Shrebishat,SYP,21/06/2021,3215,WFP Syria CO
Parallel,Syrian Arab Republic,Rural Safita,SYP,21/06/2021,3170,WFP Syria CO
Parallel,Syrian Arab Republic,Khan Arnaba,SYP,21/06/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,At-Tall,SYP,21/06/2021,3210,WFP Syria CO
Parallel,Syrian Arab Republic,Bennsh,SYP,21/06/2021,3156,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Cha'ar,SYP,21/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Al Mayadin,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Idleb,SYP,21/06/2021,3156,WFP Syria CO
Parallel,Syrian Arab Republic,Jaramana,SYP,21/06/2021,3210,WFP Syria CO
Parallel,Syrian Arab Republic,Muhradah,SYP,21/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Hama,SYP,21/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Masyaf,SYP,21/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Lattakia,SYP,21/06/2021,3170,WFP Syria CO
Parallel,Syrian Arab Republic,Jablah,SYP,21/06/2021,3170,WFP Syria CO
Parallel,Syrian Arab Republic,Tartous,SYP,21/06/2021,3170,WFP Syria CO
Parallel,Syrian Arab Republic,Quamishli,SYP,21/06/2021,3115,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Raqqa,SYP,21/06/2021,3120,WFP Syria CO
Parallel,Syrian Arab Republic,Deir-ez-Zor,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Hasakeh,SYP,21/06/2021,3115,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sanamayn,SYP,21/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Dar'a,SYP,21/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Duma,SYP,21/06/2021,3210,WFP Syria CO
Parallel,Syrian Arab Republic,Qudsiya,SYP,21/06/2021,3210,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Sa'ad,SYP,21/06/2021,3215,WFP Syria CO
Parallel,Syrian Arab Republic,Quriyeh,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Tebni,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Shmetiyeh,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Senjar,SYP,21/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Sweiseh,SYP,21/06/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Qurdaha,SYP,21/06/2021,3170,WFP Syria CO
Parallel,Syrian Arab Republic,Sbeikhan,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Maabada,SYP,21/06/2021,3115,WFP Syria CO
Parallel,Syrian Arab Republic,Tell Tamer,SYP,21/06/2021,3115,WFP Syria CO
Parallel,Syrian Arab Republic,Maadan,SYP,21/06/2021,3120,WFP Syria CO
Parallel,Syrian Arab Republic,Sabkha,SYP,21/06/2021,3120,WFP Syria CO
Parallel,Syrian Arab Republic,Salkhad,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Qarraya,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Jdaideh,SYP,21/06/2021,3210,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Badr,SYP,21/06/2021,3170,WFP Syria CO
Parallel,Syrian Arab Republic,Al Balad,SYP,21/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Kisweh,SYP,21/06/2021,3210,WFP Syria CO
Parallel,Syrian Arab Republic,Al Midan,SYP,21/06/2021,3215,WFP Syria CO
Parallel,Syrian Arab Republic,As-Suqaylabiyah,SYP,21/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Al Makhrim,SYP,21/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Al Tabqah,SYP,21/06/2021,3120,WFP Syria CO
Parallel,Syrian Arab Republic,Atareb,SYP,21/06/2021,3113,WFP Syria CO
Parallel,Syrian Arab Republic,Der Hafir,SYP,21/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,As-Safira,SYP,21/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Sayda,SYP,21/06/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Hawash,SYP,21/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Nawa,SYP,21/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Saqba,SYP,21/06/2021,3210,WFP Syria CO
Parallel,Syrian Arab Republic,Al Kom,SYP,21/06/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Ein Issa,SYP,21/06/2021,3120,WFP Syria CO
Parallel,Syrian Arab Republic,Busra al Sham,SYP,21/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Jisr al shughur,SYP,21/06/2021,3156,WFP Syria CO
Parallel,Syrian Arab Republic,Harem,SYP,21/06/2021,3156,WFP Syria CO
Parallel,Syrian Arab Republic,Bu Kamal,SYP,21/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Maskanah,SYP,21/06/2021,3150,WFP Syria CO
Parallel,Syrian Arab Republic,Maskanah,SYP,28/06/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Bu Kamal,SYP,28/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Harem,SYP,28/06/2021,3161,WFP Syria CO
Parallel,Syrian Arab Republic,Jisr al shughur,SYP,28/06/2021,3161,WFP Syria CO
Parallel,Syrian Arab Republic,Busra al Sham,SYP,28/06/2021,3128,WFP Syria CO
Parallel,Syrian Arab Republic,Ein Issa,SYP,28/06/2021,3125,WFP Syria CO
Parallel,Syrian Arab Republic,Al Kom,SYP,28/06/2021,3125,WFP Syria CO
Parallel,Syrian Arab Republic,Saqba,SYP,28/06/2021,3183,WFP Syria CO
Parallel,Syrian Arab Republic,Nawa,SYP,28/06/2021,3128,WFP Syria CO
Parallel,Syrian Arab Republic,Hawash,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Sayda,SYP,28/06/2021,3125,WFP Syria CO
Parallel,Syrian Arab Republic,As-Safira,SYP,28/06/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Der Hafir,SYP,28/06/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Atareb,SYP,28/06/2021,3120,WFP Syria CO
Parallel,Syrian Arab Republic,Al Tabqah,SYP,28/06/2021,3125,WFP Syria CO
Parallel,Syrian Arab Republic,Al Makhrim,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,As-Suqaylabiyah,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Al Midan,SYP,28/06/2021,3195,WFP Syria CO
Parallel,Syrian Arab Republic,Kisweh,SYP,28/06/2021,3183,WFP Syria CO
Parallel,Syrian Arab Republic,Al Balad,SYP,28/06/2021,3128,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Badr,SYP,28/06/2021,3155,WFP Syria CO
Parallel,Syrian Arab Republic,Jdaideh,SYP,28/06/2021,3183,WFP Syria CO
Parallel,Syrian Arab Republic,Qarraya,SYP,28/06/2021,3140,WFP Syria CO
Parallel,Syrian Arab Republic,Salkhad,SYP,28/06/2021,3140,WFP Syria CO
Parallel,Syrian Arab Republic,Sabkha,SYP,28/06/2021,3125,WFP Syria CO
Parallel,Syrian Arab Republic,Maadan,SYP,28/06/2021,3125,WFP Syria CO
Parallel,Syrian Arab Republic,Tell Tamer,SYP,28/06/2021,3118,WFP Syria CO
Parallel,Syrian Arab Republic,Maabada,SYP,28/06/2021,3118,WFP Syria CO
Parallel,Syrian Arab Republic,Sbeikhan,SYP,28/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Qurdaha,SYP,28/06/2021,3155,WFP Syria CO
Parallel,Syrian Arab Republic,Sweiseh,SYP,28/06/2021,3125,WFP Syria CO
Parallel,Syrian Arab Republic,Senjar,SYP,28/06/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Shmetiyeh,SYP,28/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Tebni,SYP,28/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Quriyeh,SYP,28/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Sa'ad,SYP,28/06/2021,3195,WFP Syria CO
Parallel,Syrian Arab Republic,Qudsiya,SYP,28/06/2021,3183,WFP Syria CO
Parallel,Syrian Arab Republic,Duma,SYP,28/06/2021,3183,WFP Syria CO
Parallel,Syrian Arab Republic,Dar'a,SYP,28/06/2021,3128,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sanamayn,SYP,28/06/2021,3128,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Hasakeh,SYP,28/06/2021,3118,WFP Syria CO
Parallel,Syrian Arab Republic,Deir-ez-Zor,SYP,28/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Raqqa,SYP,28/06/2021,3125,WFP Syria CO
Parallel,Syrian Arab Republic,Quamishli,SYP,28/06/2021,3118,WFP Syria CO
Parallel,Syrian Arab Republic,Tartous,SYP,28/06/2021,3155,WFP Syria CO
Parallel,Syrian Arab Republic,Jablah,SYP,28/06/2021,3155,WFP Syria CO
Parallel,Syrian Arab Republic,Lattakia,SYP,28/06/2021,3155,WFP Syria CO
Parallel,Syrian Arab Republic,Masyaf,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Hama,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Muhradah,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Jaramana,SYP,28/06/2021,3183,WFP Syria CO
Parallel,Syrian Arab Republic,Idleb,SYP,28/06/2021,3161,WFP Syria CO
Parallel,Syrian Arab Republic,Al Mayadin,SYP,28/06/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Cha'ar,SYP,28/06/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Bennsh,SYP,28/06/2021,3161,WFP Syria CO
Parallel,Syrian Arab Republic,At-Tall,SYP,28/06/2021,3183,WFP Syria CO
Parallel,Syrian Arab Republic,Khan Arnaba,SYP,28/06/2021,3125,WFP Syria CO
Parallel,Syrian Arab Republic,Rural Safita,SYP,28/06/2021,3155,WFP Syria CO
Parallel,Syrian Arab Republic,Shrebishat,SYP,28/06/2021,3195,WFP Syria CO
Parallel,Syrian Arab Republic,Shahba,SYP,28/06/2021,3140,WFP Syria CO
Parallel,Syrian Arab Republic,Mzeireb,SYP,28/06/2021,3128,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sweida,SYP,28/06/2021,3140,WFP Syria CO
Parallel,Syrian Arab Republic,Qaryatein,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Hula,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Inshaat,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Talbiseh,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Rastan,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,A'zaz,SYP,28/06/2021,3120,WFP Syria CO
Parallel,Syrian Arab Republic,As-Salamiyeh,SYP,28/06/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Afrin,SYP,28/06/2021,3120,WFP Syria CO
Parallel,Syrian Arab Republic,Hrak,SYP,28/06/2021,3128,WFP Syria CO
Parallel,Syrian Arab Republic,Izr'a,SYP,28/06/2021,3128,WFP Syria CO
Parallel,Syrian Arab Republic,Izr'a,SYP,05/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Hrak,SYP,05/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Afrin,SYP,05/07/2021,3140,WFP Syria CO
Parallel,Syrian Arab Republic,As-Salamiyeh,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,A'zaz,SYP,05/07/2021,3140,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Rastan,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Talbiseh,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Inshaat,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Hula,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Qaryatein,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sweida,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Mzeireb,SYP,05/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Shahba,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Shrebishat,SYP,05/07/2021,3260,WFP Syria CO
Parallel,Syrian Arab Republic,Rural Safita,SYP,05/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Khan Arnaba,SYP,05/07/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,At-Tall,SYP,05/07/2021,3250,WFP Syria CO
Parallel,Syrian Arab Republic,Bennsh,SYP,05/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Cha'ar,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Al Mayadin,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Idleb,SYP,05/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Jaramana,SYP,05/07/2021,3250,WFP Syria CO
Parallel,Syrian Arab Republic,Muhradah,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Hama,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Masyaf,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Lattakia,SYP,05/07/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Jablah,SYP,05/07/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Tartous,SYP,05/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Quamishli,SYP,05/07/2021,3235,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Raqqa,SYP,05/07/2021,3220,WFP Syria CO
Parallel,Syrian Arab Republic,Deir-ez-Zor,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Hasakeh,SYP,05/07/2021,3235,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sanamayn,SYP,05/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Dar'a,SYP,05/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Duma,SYP,05/07/2021,3250,WFP Syria CO
Parallel,Syrian Arab Republic,Qudsiya,SYP,05/07/2021,3250,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Sa'ad,SYP,05/07/2021,3260,WFP Syria CO
Parallel,Syrian Arab Republic,Quriyeh,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Tebni,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Shmetiyeh,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Senjar,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Sweiseh,SYP,05/07/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Qurdaha,SYP,05/07/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Sbeikhan,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Maabada,SYP,05/07/2021,3235,WFP Syria CO
Parallel,Syrian Arab Republic,Tell Tamer,SYP,05/07/2021,3235,WFP Syria CO
Parallel,Syrian Arab Republic,Maadan,SYP,05/07/2021,3220,WFP Syria CO
Parallel,Syrian Arab Republic,Sabkha,SYP,05/07/2021,3220,WFP Syria CO
Parallel,Syrian Arab Republic,Salkhad,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Qarraya,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Jdaideh,SYP,05/07/2021,3250,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Badr,SYP,05/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Al Balad,SYP,05/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Kisweh,SYP,05/07/2021,3250,WFP Syria CO
Parallel,Syrian Arab Republic,Al Midan,SYP,05/07/2021,3260,WFP Syria CO
Parallel,Syrian Arab Republic,As-Suqaylabiyah,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Al Makhrim,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Al Tabqah,SYP,05/07/2021,3220,WFP Syria CO
Parallel,Syrian Arab Republic,Atareb,SYP,05/07/2021,3140,WFP Syria CO
Parallel,Syrian Arab Republic,Der Hafir,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,As-Safira,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Sayda,SYP,05/07/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Hawash,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Nawa,SYP,05/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Saqba,SYP,05/07/2021,3250,WFP Syria CO
Parallel,Syrian Arab Republic,Al Kom,SYP,05/07/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Ein Issa,SYP,05/07/2021,3220,WFP Syria CO
Parallel,Syrian Arab Republic,Busra al Sham,SYP,05/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Jisr al shughur,SYP,05/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Harem,SYP,05/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Bu Kamal,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Maskanah,SYP,05/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Maskanah,SYP,12/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Bu Kamal,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Harem,SYP,12/07/2021,3240,WFP Syria CO
Parallel,Syrian Arab Republic,Jisr al shughur,SYP,12/07/2021,3240,WFP Syria CO
Parallel,Syrian Arab Republic,Busra al Sham,SYP,12/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Ein Issa,SYP,12/07/2021,3195,WFP Syria CO
Parallel,Syrian Arab Republic,Al Kom,SYP,12/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Saqba,SYP,12/07/2021,3230,WFP Syria CO
Parallel,Syrian Arab Republic,Nawa,SYP,12/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Hawash,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Sayda,SYP,12/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,As-Safira,SYP,12/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Der Hafir,SYP,12/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Atareb,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Al Tabqah,SYP,12/07/2021,3195,WFP Syria CO
Parallel,Syrian Arab Republic,Al Makhrim,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,As-Suqaylabiyah,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Al Midan,SYP,12/07/2021,3245,WFP Syria CO
Parallel,Syrian Arab Republic,Kisweh,SYP,12/07/2021,3230,WFP Syria CO
Parallel,Syrian Arab Republic,Al Balad,SYP,12/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Badr,SYP,12/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Jdaideh,SYP,12/07/2021,3230,WFP Syria CO
Parallel,Syrian Arab Republic,Qarraya,SYP,12/07/2021,3195,WFP Syria CO
Parallel,Syrian Arab Republic,Salkhad,SYP,12/07/2021,3195,WFP Syria CO
Parallel,Syrian Arab Republic,Sabkha,SYP,12/07/2021,3195,WFP Syria CO
Parallel,Syrian Arab Republic,Maadan,SYP,12/07/2021,3195,WFP Syria CO
Parallel,Syrian Arab Republic,Tell Tamer,SYP,12/07/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Maabada,SYP,12/07/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Sbeikhan,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Qurdaha,SYP,12/07/2021,3175,WFP Syria CO
Parallel,Syrian Arab Republic,Sweiseh,SYP,12/07/2021,3180,WFP Syria CO
Parallel,Syrian Arab Republic,Senjar,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Shmetiyeh,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Tebni,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Quriyeh,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Sheikh Sa'ad,SYP,12/07/2021,3245,WFP Syria CO
Parallel,Syrian Arab Republic,Qudsiya,SYP,12/07/2021,3230,WFP Syria CO
Parallel,Syrian Arab Republic,Duma,SYP,12/07/2021,3230,WFP Syria CO
Parallel,Syrian Arab Republic,Dar'a,SYP,12/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,As-Sanamayn,SYP,12/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Al-Hasakeh,SYP,12/07/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Deir-ez-Zor,SYP,12/07/2021,3200,WFP Syria CO
Parallel,Syrian Arab Republic,Ar-Raqqa,SYP,12/07/2021,3195,WFP Syria CO
Parallel,Syrian Arab Republic,Quamishli,SYP,12/07/2021,3190,WFP Syria CO
Parallel,Syrian Arab Republic,Tartous,SYP,12/07/2021,3160,WFP Syria CO
Parallel,Syrian Arab Republic,Jablah,SYP,12/07/2021,3175,WFP Syria CO
