,Commodity,Price Date,Price
22943,"Fuel (diesel, heating, parallel market)",2023-12-15,9963.277439
22944,"Fuel (diesel, heating, parallel market)",2024-01-15,12054.629015
22945,"Fuel (diesel, heating, parallel market)",2024-02-15,12073.796849
22946,"Fuel (diesel, heating, parallel market)",2024-03-15,10357.516186
22947,"Fuel (diesel, heating, parallel market)",2024-04-15,10217.823366
22948,"Fuel (diesel, heating, parallel market)",2024-05-15,9818.009642
22949,"Fuel (diesel, heating, parallel market)",2024-06-15,9920.719985
22950,"Fuel (diesel, heating, parallel market)",2024-07-15,10368.945156
22951,"Fuel (diesel, heating, parallel market)",2024-08-15,10355.624243
22952,"Fuel (diesel, heating, parallel market)",2024-09-15,10043.653332
22953,"Fuel (diesel, heating, parallel market)",2024-10-15,10081.974197
22954,"Fuel (diesel, heating, parallel market)",2024-11-15,10541.239884
22955,"Fuel (diesel, heating, parallel market)",2024-12-15,13356.2288
22956,"Fuel (diesel, heating, parallel market)",2025-01-15,11186.0752
22957,"Fuel (diesel, heating, parallel market)",2025-02-15,11425.1631
22958,"Fuel (diesel, heating, parallel market)",2025-03-15,11669.8135
22959,"Fuel (diesel, heating, parallel market)",2025-04-15,11914.8174
22960,"Fuel (diesel, heating, parallel market)",2025-05-15,12159.8438
22961,"Fuel (diesel, heating, parallel market)",2025-06-15,12404.8711
22962,"Fuel (diesel, transport, parallel market)",2023-01-15,6540.0
22963,"Fuel (diesel, transport, parallel market)",2023-02-15,7459.739091
22964,"Fuel (diesel, transport, parallel market)",2023-03-15,8168.870978
22965,"Fuel (diesel, transport, parallel market)",2023-04-15,8365.0
22966,"Fuel (diesel, transport, parallel market)",2023-06-15,11130.384448
22967,"Fuel (diesel, transport, parallel market)",2023-07-15,12933.548412
22968,"Fuel (diesel, transport, parallel market)",2023-08-15,14740.806501
22969,"Fuel (diesel, transport, parallel market)",2023-09-15,15368.166721
22970,"Fuel (diesel, transport, parallel market)",2023-10-15,15065.0
22971,"Fuel (diesel, transport, parallel market)",2023-11-15,9758.2
22972,"Fuel (diesel, transport, parallel market)",2023-12-15,14335.568184
22973,"Fuel (diesel, transport, parallel market)",2024-01-15,17883.947269
22974,"Fuel (diesel, transport, parallel market)",2024-02-15,18359.552139
22975,"Fuel (diesel, transport, parallel market)",2024-03-15,15494.096863
22976,"Fuel (diesel, transport, parallel market)",2024-04-15,15132.913375
22977,"Fuel (diesel, transport, parallel market)",2024-05-15,14813.777387
22978,"Fuel (diesel, transport, parallel market)",2024-06-15,14996.749978
22979,"Fuel (diesel, transport, parallel market)",2024-07-15,11568.045272
22980,"Fuel (diesel, transport, parallel market)",2024-08-15,10355.624243
22981,"Fuel (diesel, transport, parallel market)",2024-09-15,10043.653332
22982,"Fuel (diesel, transport, parallel market)",2024-10-15,10081.974197
22983,"Fuel (diesel, transport, parallel market)",2024-11-15,10541.239884
22984,"Fuel (diesel, transport, parallel market)",2024-12-15,13356.2288
22985,"Fuel (diesel, transport, parallel market)",2025-01-15,13056.423011
22986,"Fuel (diesel, transport, parallel market)",2025-02-15,13395.6
22987,"Fuel (diesel, transport, parallel market)",2025-03-15,11018.8486
22988,"Fuel (diesel, transport, parallel market)",2025-04-15,11214.4541
22989,"Fuel (diesel, transport, parallel market)",2025-05-15,11355.6855
22990,"Fuel (diesel, transport, parallel market)",2025-06-15,11455.7295
22991,Fuel (diesel),2023-02-15,7459.739091
22992,Fuel (diesel),2023-03-15,7905.0
22993,Fuel (diesel),2023-07-15,14025.0
22994,Fuel (diesel),2023-08-15,14740.806501
22995,Fuel (diesel),2023-09-15,15368.166721
22996,Fuel (diesel),2023-10-15,15065.0
22997,Fuel (diesel),2023-11-15,17156.6484
22998,Fuel (diesel),2023-12-15,18129.3672
22999,Fuel (diesel),2024-01-15,19614.9844
23000,Fuel (diesel),2024-02-15,22630.5137
23001,Fuel (diesel),2024-03-15,23272.5605
23002,Fuel (diesel),2024-04-15,18881.4434
23032,Oil,2023-01-15,10560.0
23033,Oil,2023-02-15,11791.739098
23034,Oil,2023-03-15,12401.774318
23035,Oil,2023-04-15,11867.0
23036,Oil,2023-06-15,12064.358476
23037,Oil,2023-07-15,15208.279593
23038,Oil,2023-08-15,17836.613045
23039,Oil,2023-09-15,18742.200185
23040,Oil,2023-10-15,17683.0
23041,Oil,2023-11-15,17120.0
23042,Oil,2023-12-15,18788.935645
23043,Oil,2024-01-15,20108.560698
23044,Oil,2024-02-15,20259.620984
23045,Oil,2024-03-15,17828.064584
23046,Oil,2024-04-15,17612.666736
23047,Oil,2024-05-15,17565.969083
23048,Oil,2024-06-15,18265.334334
23049,Oil,2024-07-15,19585.806432
23050,Oil,2024-08-15,19844.248251
23051,Oil,2024-09-15,19345.222337
23052,Oil,2024-10-15,19941.829019
23053,Oil,2024-11-15,22575.823741
23054,Oil,2024-12-15,26860.444796
23055,Oil,2025-01-15,19878.71869
23056,Oil,2025-02-15,20690.0
23057,Oil,2025-03-15,21357.7637
23058,Oil,2025-04-15,21631.3711
23059,Oil,2025-05-15,21883.4238
23060,Oil,2025-06-15,22090.4277
23061,"Fuel (diesel, heating, parallel market)",2023-01-15,3250.0
23062,"Fuel (diesel, heating, parallel market)",2023-02-15,4000.0
23063,"Fuel (diesel, heating, parallel market)",2023-03-15,3370.967659
23064,"Fuel (diesel, heating, parallel market)",2023-04-15,3250.0
23065,"Fuel (diesel, heating, parallel market)",2023-05-15,2750.0
23066,"Fuel (diesel, heating, parallel market)",2023-06-15,2750.0
23067,"Fuel (diesel, heating, parallel market)",2023-07-15,2290.322544
23068,"Fuel (diesel, heating, parallel market)",2023-08-15,2500.0
23069,"Fuel (diesel, heating, parallel market)",2023-09-15,6550.000315
23070,"Fuel (diesel, heating, parallel market)",2023-10-15,4919.354776
23071,"Fuel (diesel, heating, parallel market)",2023-11-15,6467.391476
23072,"Fuel (diesel, heating, parallel market)",2023-12-15,7161.290289
23073,"Fuel (diesel, heating, parallel market)",2024-01-15,7644.736893
23074,"Fuel (diesel, heating, parallel market)",2024-02-15,7093.103501
23075,"Fuel (diesel, heating, parallel market)",2024-03-15,6980.645178
23076,"Fuel (diesel, heating, parallel market)",2024-04-15,6883.333325
23077,"Fuel (diesel, heating, parallel market)",2024-05-15,6580.645106
23078,"Fuel (diesel, heating, parallel market)",2024-06-15,6850.000023
23079,"Fuel (diesel, heating, parallel market)",2024-07-15,7000.0
23080,"Fuel (diesel, heating, parallel market)",2024-08-15,7000.0
23081,"Fuel (diesel, heating, parallel market)",2024-09-15,7483.333348
23082,"Fuel (diesel, heating, parallel market)",2024-10-15,7500.0
23083,"Fuel (diesel, heating, parallel market)",2024-11-15,7699.999859
23084,"Fuel (diesel, heating, parallel market)",2024-12-15,14566.667071
23085,"Fuel (diesel, heating, parallel market)",2025-01-15,6269.230821
23086,"Fuel (diesel, heating, parallel market)",2025-02-15,6000.0
23087,"Fuel (diesel, heating, parallel market)",2025-03-15,7208.4316
23088,"Fuel (diesel, heating, parallel market)",2025-04-15,7157.5098
23089,"Fuel (diesel, heating, parallel market)",2025-05-15,7108.8052
23090,"Fuel (diesel, heating, parallel market)",2025-06-15,7062.2217
23091,"Fuel (diesel, transport, parallel market)",2023-01-15,3166.6666
23092,"Fuel (diesel, transport, parallel market)",2023-02-15,2844.927618
23093,"Fuel (diesel, transport, parallel market)",2023-03-15,2854.860184
23094,"Fuel (diesel, transport, parallel market)",2023-04-15,2833.0
23095,"Fuel (diesel, transport, parallel market)",2023-06-15,2587.179477
23096,"Fuel (diesel, transport, parallel market)",2023-07-15,2635.494593
23097,"Fuel (diesel, transport, parallel market)",2023-08-15,3202.290336
23098,"Fuel (diesel, transport, parallel market)",2023-09-15,4322.299906
23099,"Fuel (diesel, transport, parallel market)",2023-10-15,5000.0
23100,"Fuel (diesel, transport, parallel market)",2023-11-15,6916.666537
23101,"Fuel (diesel, transport, parallel market)",2023-12-15,7161.290289
23102,"Fuel (diesel, transport, parallel market)",2024-01-15,7960.526352
23103,"Fuel (diesel, transport, parallel market)",2024-02-15,7551.724221
23104,"Fuel (diesel, transport, parallel market)",2024-03-15,7451.612946
23105,"Fuel (diesel, transport, parallel market)",2024-04-15,7383.333325
23106,"Fuel (diesel, transport, parallel market)",2024-05-15,7080.645106
23107,"Fuel (diesel, transport, parallel market)",2024-06-15,7350.000023
23108,"Fuel (diesel, transport, parallel market)",2024-07-15,7500.0
23109,"Fuel (diesel, transport, parallel market)",2024-08-15,7500.0
23110,"Fuel (diesel, transport, parallel market)",2024-09-15,7983.333348
23111,"Fuel (diesel, transport, parallel market)",2024-10-15,8000.0
23112,"Fuel (diesel, transport, parallel market)",2024-11-15,8099.999929
23113,"Fuel (diesel, transport, parallel market)",2024-12-15,15033.333768
23114,"Fuel (diesel, transport, parallel market)",2025-01-15,7000.0
23115,"Fuel (diesel, transport, parallel market)",2025-02-15,7000.0
23116,"Fuel (diesel, transport, parallel market)",2025-03-15,9716.0322
23117,"Fuel (diesel, transport, parallel market)",2025-04-15,10073.4033
23118,"Fuel (diesel, transport, parallel market)",2025-05-15,10430.7813
23119,"Fuel (diesel, transport, parallel market)",2025-06-15,10788.1602
23120,Fuel (diesel),2023-01-15,700.0
23121,Fuel (diesel),2023-02-15,700.0
23122,Fuel (diesel),2023-03-15,700.0
23123,Fuel (diesel),2023-04-15,700.0
23124,Fuel (diesel),2023-05-15,700.0
23125,Fuel (diesel),2023-06-15,743.333338
23126,Fuel (diesel),2023-07-15,750.0
23127,Fuel (diesel),2023-08-15,1322.916697
23128,Fuel (diesel),2023-09-15,2000.0
23129,Fuel (diesel),2023-10-15,2029.032254
23130,Fuel (diesel),2023-11-15,2134.782587
23131,Fuel (diesel),2023-12-15,2300.0
23132,Fuel (diesel),2024-01-15,2300.0
23133,Fuel (diesel),2024-02-15,2300.0
23134,Fuel (diesel),2024-03-15,2300.0
23135,Fuel (diesel),2024-04-15,2300.0
23136,Fuel (diesel),2024-05-15,2300.0
23137,Fuel (diesel),2024-06-15,2300.0
23138,Fuel (diesel),2024-07-15,2300.0
23139,Fuel (diesel),2024-08-15,2300.0
23140,Fuel (diesel),2024-09-15,2300.0
23141,Fuel (diesel),2024-10-15,4550.000437
23142,Fuel (diesel),2024-11-15,5300.0
23143,Fuel (diesel),2024-12-15,5300.0
23144,Fuel (diesel),2025-01-15,12000.0
23145,Fuel (diesel),2025-02-15,5423.5459
23146,Fuel (diesel),2025-03-15,5547.1396
23147,Fuel (diesel),2025-04-15,5658.0083
23148,Fuel (diesel),2025-05-15,5765.8262
23149,Fuel (diesel),2025-06-15,5874.8936
23209,Oil,2023-01-15,12500.0
23210,Oil,2023-02-15,12239.130368
23211,Oil,2023-03-15,13263.290407
23212,Oil,2023-04-15,13000.0
23213,Oil,2023-06-15,13025.640863
23214,Oil,2023-07-15,14134.397771
23215,Oil,2023-08-15,19827.774611
23216,Oil,2023-09-15,22900.033636
23217,Oil,2023-10-15,22667.0
23218,Oil,2023-11-15,20740.739386
23219,Oil,2023-12-15,21000.225806
23220,Oil,2024-01-15,20315.815682
23221,Oil,2024-02-15,21103.620534
23222,Oil,2024-03-15,20161.322434
23223,Oil,2024-04-15,19177.775989
23224,Oil,2024-05-15,19666.666129
23225,Oil,2024-06-15,21400.002426
23226,Oil,2024-07-15,22774.193526
23227,Oil,2024-08-15,22881.72209
23228,Oil,2024-09-15,22888.889692
23229,Oil,2024-10-15,22902.778709
23230,Oil,2024-11-15,24488.889713
23231,Oil,2024-12-15,28500.000159
23232,Oil,2025-01-15,19865.384589
23233,Oil,2025-02-15,20000.0
23234,Oil,2025-03-15,28564.0098
23235,Oil,2025-04-15,28155.0957
23236,Oil,2025-05-15,28146.6289
23237,Oil,2025-06-15,26330.0684
23238,"Fuel (diesel, heating, parallel market)",2023-01-15,10000.0
23239,"Fuel (diesel, heating, parallel market)",2023-02-15,7500.0
23240,"Fuel (diesel, heating, parallel market)",2023-03-15,7500.0
23241,"Fuel (diesel, heating, parallel market)",2023-04-15,7500.0
23242,"Fuel (diesel, heating, parallel market)",2023-05-15,7000.0
23243,"Fuel (diesel, heating, parallel market)",2023-06-15,7000.0
23244,"Fuel (diesel, heating, parallel market)",2023-07-15,8072.580579
23245,"Fuel (diesel, heating, parallel market)",2023-08-15,12250.0
23246,"Fuel (diesel, heating, parallel market)",2023-09-15,14725.000192
23247,"Fuel (diesel, heating, parallel market)",2023-10-15,14274.193526
23248,"Fuel (diesel, heating, parallel market)",2023-11-15,14641.666684
23249,"Fuel (diesel, heating, parallel market)",2023-12-15,15225.806473
23250,"Fuel (diesel, heating, parallel market)",2024-01-15,14447.368377
23251,"Fuel (diesel, heating, parallel market)",2024-02-15,14137.930934
23252,"Fuel (diesel, heating, parallel market)",2024-03-15,14225.806473
23253,"Fuel (diesel, heating, parallel market)",2024-04-15,13449.999929
23254,"Fuel (diesel, heating, parallel market)",2024-05-15,14967.741844
23255,"Fuel (diesel, heating, parallel market)",2024-06-15,16116.666674
23256,"Fuel (diesel, heating, parallel market)",2024-07-15,16951.612946
23257,"Fuel (diesel, heating, parallel market)",2024-08-15,16483.870865
23258,"Fuel (diesel, heating, parallel market)",2024-09-15,17000.0
23259,"Fuel (diesel, heating, parallel market)",2024-10-15,18758.064567
23260,"Fuel (diesel, heating, parallel market)",2024-11-15,20800.00014
23261,"Fuel (diesel, heating, parallel market)",2024-12-15,22386.363744
23262,"Fuel (diesel, heating, parallel market)",2025-01-15,14000.0
23263,"Fuel (diesel, heating, parallel market)",2025-02-15,14000.0
23264,"Fuel (diesel, heating, parallel market)",2025-03-15,20068.3555
23265,"Fuel (diesel, heating, parallel market)",2025-04-15,20390.1289
23266,"Fuel (diesel, heating, parallel market)",2025-05-15,20736.9961
23267,"Fuel (diesel, heating, parallel market)",2025-06-15,21102.877
23268,"Fuel (diesel, transport, parallel market)",2023-01-15,9400.0
23269,"Fuel (diesel, transport, parallel market)",2023-02-15,7463.768115
23270,"Fuel (diesel, transport, parallel market)",2023-03-15,7255.892437
23271,"Fuel (diesel, transport, parallel market)",2023-04-15,7267.0
23272,"Fuel (diesel, transport, parallel market)",2023-06-15,7305.128221
23273,"Fuel (diesel, transport, parallel market)",2023-07-15,7774.182771
23274,"Fuel (diesel, transport, parallel market)",2023-08-15,11617.032216
23275,"Fuel (diesel, transport, parallel market)",2023-09-15,15392.266711
23276,"Fuel (diesel, transport, parallel market)",2023-10-15,15333.0
23277,"Fuel (diesel, transport, parallel market)",2023-11-15,14439.99991
23278,"Fuel (diesel, transport, parallel market)",2023-12-15,15225.806473
23279,"Fuel (diesel, transport, parallel market)",2024-01-15,14447.368377
23280,"Fuel (diesel, transport, parallel market)",2024-02-15,14137.930934
23281,"Fuel (diesel, transport, parallel market)",2024-03-15,14225.806473
23282,"Fuel (diesel, transport, parallel market)",2024-04-15,13449.999929
23283,"Fuel (diesel, transport, parallel market)",2024-05-15,14967.741844
23284,"Fuel (diesel, transport, parallel market)",2024-06-15,16116.666674
23285,"Fuel (diesel, transport, parallel market)",2024-07-15,16951.612946
23286,"Fuel (diesel, transport, parallel market)",2024-08-15,16483.870865
23287,"Fuel (diesel, transport, parallel market)",2024-09-15,17000.0
23288,"Fuel (diesel, transport, parallel market)",2024-10-15,18758.064567
23289,"Fuel (diesel, transport, parallel market)",2024-11-15,20800.00014
23290,"Fuel (diesel, transport, parallel market)",2024-12-15,22386.363744
23291,"Fuel (diesel, transport, parallel market)",2025-01-15,14000.0
23292,"Fuel (diesel, transport, parallel market)",2025-02-15,14000.0
23293,"Fuel (diesel, transport, parallel market)",2025-03-15,19916.8379
23294,"Fuel (diesel, transport, parallel market)",2025-04-15,20284.7422
23295,"Fuel (diesel, transport, parallel market)",2025-05-15,20681.3789
23296,"Fuel (diesel, transport, parallel market)",2025-06-15,21093.6602
23297,Fuel (diesel),2023-01-15,750.0
23298,Fuel (diesel),2023-02-15,750.0
23299,Fuel (diesel),2023-03-15,750.0
23300,Fuel (diesel),2023-04-15,750.0
23301,Fuel (diesel),2023-05-15,750.0
23302,Fuel (diesel),2023-06-15,750.0
23303,Fuel (diesel),2023-07-15,750.0
23304,Fuel (diesel),2023-08-15,1322.916697
23305,Fuel (diesel),2023-09-15,2000.0
23306,Fuel (diesel),2023-10-15,2000.0
23307,Fuel (diesel),2023-11-15,2000.0
23308,Fuel (diesel),2023-12-15,2000.0
23309,Fuel (diesel),2024-01-15,4192.105436
23310,Fuel (diesel),2024-02-15,2000.0
23311,Fuel (diesel),2024-03-15,2000.0
23312,Fuel (diesel),2024-04-15,2000.0
23313,Fuel (diesel),2024-05-15,2000.0
23314,Fuel (diesel),2024-06-15,2000.0
23315,Fuel (diesel),2024-07-15,2000.0
23316,Fuel (diesel),2024-08-15,2000.0
23317,Fuel (diesel),2024-09-15,2000.0
23318,Fuel (diesel),2024-10-15,4419.355232
23319,Fuel (diesel),2024-11-15,5000.0
23320,Fuel (diesel),2024-12-15,2136.363506
23321,Fuel (diesel),2025-01-15,12463.846339
23322,Fuel (diesel),2025-02-15,11500.0
23323,Fuel (diesel),2025-03-15,3016.5984
23324,Fuel (diesel),2025-04-15,2946.3513
23325,Fuel (diesel),2025-05-15,2883.5803
23326,Fuel (diesel),2025-06-15,2827.708
23386,Oil,2023-01-15,18266.6666
23387,Oil,2023-02-15,19697.101327
23388,Oil,2023-03-15,20698.924816
23389,Oil,2023-04-15,20000.0
23390,Oil,2023-06-15,17030.769387
23391,Oil,2023-07-15,17217.193395
23392,Oil,2023-08-15,25914.032241
23393,Oil,2023-09-15,28538.933111
23394,Oil,2023-10-15,29333.0
23395,Oil,2023-11-15,23579.999932
23396,Oil,2023-12-15,23698.99997
23397,Oil,2024-01-15,31653.386867
23398,Oil,2024-02-15,27218.551646
23399,Oil,2024-03-15,24139.935207
23400,Oil,2024-04-15,23472.223987
23401,Oil,2024-05-15,23112.904364
23402,Oil,2024-06-15,22527.776935
23403,Oil,2024-07-15,22021.505824
23404,Oil,2024-08-15,23247.311198
23405,Oil,2024-09-15,23755.55625
23406,Oil,2024-10-15,27387.096318
23407,Oil,2024-11-15,27055.556883
23408,Oil,2024-12-15,26030.306334
23409,Oil,2025-01-15,19743.589982
23410,Oil,2025-02-15,19833.33
23411,Oil,2025-03-15,29857.0957
23412,Oil,2025-04-15,33519.75
23413,Oil,2025-05-15,34778.6445
23414,Oil,2025-06-15,33011.1523
23415,"Fuel (diesel, heating, parallel market)",2023-01-15,10000.0
23416,"Fuel (diesel, heating, parallel market)",2023-02-15,7500.0
23417,"Fuel (diesel, heating, parallel market)",2023-03-15,7500.0
23418,"Fuel (diesel, heating, parallel market)",2023-04-15,7500.0
23419,"Fuel (diesel, heating, parallel market)",2023-05-15,7000.0
23420,"Fuel (diesel, heating, parallel market)",2023-06-15,7000.0
23421,"Fuel (diesel, heating, parallel market)",2023-07-15,8072.580579
23422,"Fuel (diesel, heating, parallel market)",2023-08-15,12250.0
23423,"Fuel (diesel, heating, parallel market)",2023-09-15,14725.000192
23424,"Fuel (diesel, heating, parallel market)",2023-10-15,14274.193526
23425,"Fuel (diesel, heating, parallel market)",2023-11-15,14041.666637
23426,"Fuel (diesel, heating, parallel market)",2023-12-15,14451.612946
23427,"Fuel (diesel, heating, parallel market)",2024-01-15,14368.421081
23428,"Fuel (diesel, heating, parallel market)",2024-02-15,14000.0
23429,"Fuel (diesel, heating, parallel market)",2024-03-15,14338.70971
23430,"Fuel (diesel, heating, parallel market)",2024-04-15,11629.999808
23431,"Fuel (diesel, heating, parallel market)",2024-05-15,14741.935319
23432,"Fuel (diesel, heating, parallel market)",2024-06-15,16933.333395
23433,"Fuel (diesel, heating, parallel market)",2024-07-15,15677.41942
23434,"Fuel (diesel, heating, parallel market)",2024-08-15,15000.0
23435,"Fuel (diesel, heating, parallel market)",2024-09-15,15000.0
23436,"Fuel (diesel, heating, parallel market)",2024-10-15,18580.645671
23437,"Fuel (diesel, heating, parallel market)",2024-11-15,19299.999789
23438,"Fuel (diesel, heating, parallel market)",2024-12-15,21590.909163
23439,"Fuel (diesel, heating, parallel market)",2025-01-15,14538.461642
23440,"Fuel (diesel, heating, parallel market)",2025-02-15,14000.0
23441,"Fuel (diesel, heating, parallel market)",2025-03-15,19540.2168
23442,"Fuel (diesel, heating, parallel market)",2025-04-15,19391.6992
23443,"Fuel (diesel, heating, parallel market)",2025-05-15,19451.3711
23444,"Fuel (diesel, heating, parallel market)",2025-06-15,19669.8613
23445,"Fuel (diesel, transport, parallel market)",2023-01-15,10000.0
23446,"Fuel (diesel, transport, parallel market)",2023-02-15,7175.36231
23447,"Fuel (diesel, transport, parallel market)",2023-03-15,7467.741957
23448,"Fuel (diesel, transport, parallel market)",2023-04-15,7300.0
23449,"Fuel (diesel, transport, parallel market)",2023-06-15,6937.179457
23450,"Fuel (diesel, transport, parallel market)",2023-07-15,7532.258035
23451,"Fuel (diesel, transport, parallel market)",2023-08-15,11978.419444
23452,"Fuel (diesel, transport, parallel market)",2023-09-15,15350.000105
23453,"Fuel (diesel, transport, parallel market)",2023-10-15,15000.0
23454,"Fuel (diesel, transport, parallel market)",2023-11-15,14000.0
23455,"Fuel (diesel, transport, parallel market)",2023-12-15,14451.612946
23456,"Fuel (diesel, transport, parallel market)",2024-01-15,14368.421081
23457,"Fuel (diesel, transport, parallel market)",2024-02-15,14000.0
23458,"Fuel (diesel, transport, parallel market)",2024-03-15,14338.70971
23459,"Fuel (diesel, transport, parallel market)",2024-04-15,14500.0
23460,"Fuel (diesel, transport, parallel market)",2024-05-15,14741.935319
23461,"Fuel (diesel, transport, parallel market)",2024-06-15,16933.333395
23462,"Fuel (diesel, transport, parallel market)",2024-07-15,15903.225893
23463,"Fuel (diesel, transport, parallel market)",2024-08-15,15000.0
23464,"Fuel (diesel, transport, parallel market)",2024-09-15,15000.0
23465,"Fuel (diesel, transport, parallel market)",2024-10-15,18580.645671
23466,"Fuel (diesel, transport, parallel market)",2024-11-15,19299.999789
23467,"Fuel (diesel, transport, parallel market)",2024-12-15,21590.909163
23468,"Fuel (diesel, transport, parallel market)",2025-01-15,14538.461642
23469,"Fuel (diesel, transport, parallel market)",2025-02-15,14000.0
23470,"Fuel (diesel, transport, parallel market)",2025-03-15,21624.2168
23471,"Fuel (diesel, transport, parallel market)",2025-04-15,21738.3398
23472,"Fuel (diesel, transport, parallel market)",2025-05-15,21567.3496
23473,"Fuel (diesel, transport, parallel market)",2025-06-15,21957.3926
23474,Fuel (diesel),2023-01-15,750.0
23475,Fuel (diesel),2023-02-15,750.0
23476,Fuel (diesel),2023-03-15,750.0
23477,Fuel (diesel),2023-04-15,750.0
23478,Fuel (diesel),2023-05-15,750.0
23479,Fuel (diesel),2023-06-15,750.0
23480,Fuel (diesel),2023-07-15,750.0
23481,Fuel (diesel),2023-08-15,1322.916697
23482,Fuel (diesel),2023-09-15,2000.0
23483,Fuel (diesel),2023-10-15,2000.0
23484,Fuel (diesel),2023-11-15,2013.333323
23485,Fuel (diesel),2023-12-15,2122.580647
23486,Fuel (diesel),2024-01-15,4228.947544
23487,Fuel (diesel),2024-02-15,2072.413813
23488,Fuel (diesel),2024-03-15,2000.0
23489,Fuel (diesel),2024-04-15,2046.666669
23490,Fuel (diesel),2024-05-15,2206.451631
23491,Fuel (diesel),2024-06-15,2300.0
23492,Fuel (diesel),2024-07-15,2300.0
23493,Fuel (diesel),2024-08-15,2300.0
23494,Fuel (diesel),2024-09-15,2300.0
23495,Fuel (diesel),2024-10-15,4477.419708
23496,Fuel (diesel),2024-11-15,5270.000021
23497,Fuel (diesel),2024-12-15,7177.272812
23498,Fuel (diesel),2025-01-15,13538.461642
23499,Fuel (diesel),2025-02-15,13000.0
23500,Fuel (diesel),2025-03-15,8709.7656
23501,Fuel (diesel),2025-04-15,9457.1338
23502,Fuel (diesel),2025-05-15,9835.7744
23503,Fuel (diesel),2025-06-15,10387.8428
23563,Oil,2023-01-15,19500.0
23564,Oil,2023-02-15,19318.840626
23565,Oil,2023-03-15,19064.591397
23566,Oil,2023-04-15,19000.0
23567,Oil,2023-06-15,17160.256738
23568,Oil,2023-07-15,17317.215038
23569,Oil,2023-08-15,24532.354967
23570,Oil,2023-09-15,25144.26606
23571,Oil,2023-10-15,26833.0
23572,Oil,2023-11-15,23350.000056
23573,Oil,2023-12-15,24505.451758
23574,Oil,2024-01-15,25052.692135
23575,Oil,2024-02-15,29988.618847
23576,Oil,2024-03-15,27043.127262
23577,Oil,2024-04-15,24077.779338
23578,Oil,2024-05-15,23956.990066
23579,Oil,2024-06-15,23888.889692
23580,Oil,2024-07-15,24000.0
23581,Oil,2024-08-15,24000.0
23582,Oil,2024-09-15,24077.777005
23583,Oil,2024-10-15,27537.633119
23584,Oil,2024-11-15,28088.889426
23585,Oil,2024-12-15,25477.273551
23586,Oil,2025-01-15,18897.437864
23587,Oil,2025-02-15,18000.0
23588,Oil,2025-03-15,25229.2656
23589,Oil,2025-04-15,25422.3066
23590,Oil,2025-05-15,25622.3535
23591,Oil,2025-06-15,23917.1816
23592,"Fuel (diesel, heating, parallel market)",2023-01-15,3250.0
23593,"Fuel (diesel, heating, parallel market)",2023-02-15,4000.0
23594,"Fuel (diesel, heating, parallel market)",2023-03-15,3370.967659
23595,"Fuel (diesel, heating, parallel market)",2023-04-15,3250.0
23596,"Fuel (diesel, heating, parallel market)",2023-05-15,2750.0
23597,"Fuel (diesel, heating, parallel market)",2023-06-15,2750.0
23598,"Fuel (diesel, heating, parallel market)",2023-07-15,2290.322544
23599,"Fuel (diesel, heating, parallel market)",2023-08-15,2500.0
23600,"Fuel (diesel, heating, parallel market)",2023-09-15,6550.000315
23601,"Fuel (diesel, heating, parallel market)",2023-10-15,4919.354776
23602,"Fuel (diesel, heating, parallel market)",2023-11-15,5684.782648
23603,"Fuel (diesel, heating, parallel market)",2023-12-15,6725.806473
23604,"Fuel (diesel, heating, parallel market)",2024-01-15,7868.421081
23605,"Fuel (diesel, heating, parallel market)",2024-02-15,7431.034532
23606,"Fuel (diesel, heating, parallel market)",2024-03-15,7000.0
23607,"Fuel (diesel, heating, parallel market)",2024-04-15,7000.0
23608,"Fuel (diesel, heating, parallel market)",2024-05-15,6887.096737
23609,"Fuel (diesel, heating, parallel market)",2024-06-15,7466.666697
23610,"Fuel (diesel, heating, parallel market)",2024-07-15,7612.903236
23611,"Fuel (diesel, heating, parallel market)",2024-08-15,7500.0
23612,"Fuel (diesel, heating, parallel market)",2024-09-15,7500.0
23613,"Fuel (diesel, heating, parallel market)",2024-10-15,7500.0
23614,"Fuel (diesel, heating, parallel market)",2024-11-15,7699.999859
23615,"Fuel (diesel, heating, parallel market)",2024-12-15,10090.909163
23616,"Fuel (diesel, heating, parallel market)",2025-01-15,6923.076715
23617,"Fuel (diesel, heating, parallel market)",2025-02-15,8000.0
23618,"Fuel (diesel, heating, parallel market)",2025-03-15,6873.2559
23619,"Fuel (diesel, heating, parallel market)",2025-04-15,6762.1157
23620,"Fuel (diesel, heating, parallel market)",2025-05-15,6656.5469
23621,"Fuel (diesel, heating, parallel market)",2025-06-15,6556.2695
23622,"Fuel (diesel, transport, parallel market)",2023-01-15,3000.0
23623,"Fuel (diesel, transport, parallel market)",2023-02-15,3453.000078
23624,"Fuel (diesel, transport, parallel market)",2023-03-15,3249.483784
23625,"Fuel (diesel, transport, parallel market)",2023-04-15,3433.0
23626,"Fuel (diesel, transport, parallel market)",2023-06-15,2291.025648
23627,"Fuel (diesel, transport, parallel market)",2023-07-15,2122.580602
23628,"Fuel (diesel, transport, parallel market)",2023-08-15,2652.61292
23629,"Fuel (diesel, transport, parallel market)",2023-09-15,6684.433515
23630,"Fuel (diesel, transport, parallel market)",2023-10-15,7667.0
23631,"Fuel (diesel, transport, parallel market)",2023-11-15,5916.666537
